,Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,Day_Calls,Day_Charge,Eve_Calls,Eve_Charge,Night_Calls,Night_Charge,Intl_Calls,Intl_Charge,State,Phone,Churn,total_mins,total_bills
1628,131,0,110.9,115.6,190.5,15.8,1,0,0,74,18.85,90,9.83,114,8.57,9,4.27,WY,408-9779,0,432.8,41.519999999999996
1629,153,0,122.5,273.3,197.8,8.0,2,0,0,145,20.83,103,23.23,71,8.9,3,2.16,NJ,407-2441,0,601.6,55.120000000000005
1630,84,0,226.9,201.6,130.2,13.2,2,0,0,144,38.57,122,17.14,121,5.86,5,3.56,ND,384-5027,0,571.9000000000001,65.13
1631,133,0,187.0,141.4,238.2,10.0,2,0,0,65,31.79,128,12.02,108,10.72,8,2.7,WI,380-3161,0,576.5999999999999,57.230000000000004
1632,112,0,170.5,193.2,188.0,11.2,0,0,0,113,28.99,129,16.42,91,8.46,6,3.02,KY,360-8135,0,562.9000000000001,56.89
1633,87,0,204.8,161.0,285.7,9.5,0,0,0,101,34.82,80,13.69,89,12.86,3,2.57,NY,399-5426,0,661.0,63.94
1634,72,0,165.9,235.9,210.1,12.0,2,0,0,114,28.2,97,20.05,120,9.45,5,3.24,MO,385-2564,0,623.9,60.940000000000005
1635,66,0,154.0,198.9,151.9,9.5,4,0,0,133,26.18,121,16.91,100,6.84,3,2.57,AZ,337-8618,1,514.3,52.50000000000001
1636,65,29,158.1,322.2,210.0,8.9,1,0,1,104,26.88,81,27.39,96,9.45,6,2.4,MN,354-8491,0,699.1999999999999,66.12
1637,74,0,225.2,215.1,241.8,9.1,2,0,0,93,38.28,120,18.28,95,10.88,2,2.46,CO,394-6278,0,691.1999999999999,69.89999999999999
1638,116,0,159.4,179.5,167.8,9.7,6,0,0,79,27.1,88,15.26,71,7.55,2,2.62,MD,405-2276,1,516.4,52.529999999999994
1639,68,0,172.7,139.1,174.3,11.7,2,0,0,95,29.36,90,11.82,99,7.84,1,3.16,AR,376-1000,0,497.79999999999995,52.17999999999999
1640,68,0,222.8,175.8,202.0,11.0,3,0,0,99,37.88,85,14.94,111,9.09,3,2.97,TN,397-1659,0,611.6,64.88
1641,54,0,214.1,240.5,188.9,10.1,1,1,0,77,36.4,94,20.44,75,8.5,3,2.73,DE,379-3953,0,653.6,68.07000000000001
1642,99,0,54.8,173.0,195.1,7.5,1,0,0,92,9.32,103,14.71,125,8.78,3,2.03,TN,418-6512,0,430.4,34.84
1643,107,0,134.0,174.5,311.1,7.3,3,0,0,104,22.78,94,14.83,79,14.0,3,1.97,WI,392-5296,0,626.9,53.58
1644,124,0,184.8,175.1,158.2,10.5,1,0,0,74,31.42,84,14.88,95,7.12,6,2.84,WV,355-3814,0,528.5999999999999,56.260000000000005
1645,95,36,283.1,286.2,261.7,11.3,3,0,1,112,48.13,86,24.33,129,11.78,3,3.05,CT,375-2098,0,842.3,87.29
1646,173,0,291.8,214.3,151.2,9.9,0,0,0,143,49.61,134,18.22,119,6.8,2,2.67,MN,372-7990,1,667.1999999999999,77.3
1647,110,0,222.7,105.8,214.8,13.5,1,0,0,94,37.86,98,8.99,78,9.67,4,3.65,MO,356-4558,0,556.8,60.17
1648,102,0,174.5,236.8,270.4,8.5,0,0,0,79,29.67,136,20.13,110,12.17,5,2.3,VA,398-5788,0,690.2,64.27
1649,130,0,68.4,193.3,171.5,10.4,0,0,0,86,11.63,110,16.43,139,7.72,4,2.81,NH,390-4003,0,443.6,38.59
1650,91,31,273.0,215.5,104.7,9.6,1,0,1,78,46.41,98,18.32,114,4.71,2,2.59,OK,332-8103,0,602.8000000000001,72.02999999999999
1651,64,0,225.3,108.2,139.6,17.3,1,1,0,134,38.3,87,9.2,132,6.28,9,4.67,CT,406-9926,1,490.40000000000003,58.45
1652,176,23,283.2,162.6,177.7,7.2,1,0,1,130,48.14,74,13.82,104,8.0,6,1.94,TN,418-2402,0,630.7,71.9
1653,93,0,131.4,219.7,155.7,11.1,1,1,0,78,22.34,106,18.67,103,7.01,2,3.0,MD,384-3299,1,517.9,51.02
1654,84,12,89.7,138.6,165.8,10.7,1,0,1,87,15.25,73,11.78,114,7.46,2,2.89,WI,378-9090,0,404.8,37.38
1655,138,0,127.1,247.7,207.7,5.0,3,0,0,102,21.61,106,21.05,75,9.35,3,1.35,SD,350-6473,0,587.5,53.36
1656,101,28,105.9,231.7,281.3,10.7,1,0,1,132,18.0,107,19.69,120,12.66,5,2.89,ND,379-4583,0,629.6000000000001,53.239999999999995
1657,136,0,142.3,158.0,177.5,6.0,2,0,0,79,24.19,113,13.43,75,7.99,11,1.62,VA,411-5078,0,483.8,47.230000000000004
1658,111,0,191.3,138.5,246.0,6.4,2,0,0,80,32.52,94,11.77,107,11.07,3,1.73,UT,347-4982,0,582.1999999999999,57.09
1659,132,36,201.9,156.3,131.3,13.7,0,0,1,93,34.32,75,13.29,92,5.91,5,3.7,MA,341-9274,0,503.20000000000005,57.22
1660,128,0,247.3,182.7,143.2,14.7,3,0,0,91,42.04,60,15.53,112,6.44,2,3.97,SD,353-7461,0,587.9000000000001,67.98
1661,92,38,242.2,159.7,210.0,8.9,1,0,1,96,41.17,144,13.57,108,9.45,1,2.4,AL,371-7366,0,620.8,66.59
1662,197,0,127.3,222.3,173.9,13.7,5,1,0,80,21.64,115,18.9,95,7.83,5,3.7,AL,395-7923,1,537.2,52.07
1663,191,0,162.0,241.2,210.4,10.9,1,0,0,104,27.54,120,20.5,83,9.47,7,2.94,WV,351-8398,0,624.5,60.449999999999996
1664,99,33,179.1,238.3,165.7,10.6,2,0,1,93,30.45,102,20.26,96,7.46,1,2.86,SC,329-2204,0,593.6999999999999,61.03
1665,106,31,197.4,123.4,115.6,12.3,3,0,1,125,33.56,110,10.49,101,5.2,4,3.32,FL,407-7507,0,448.7,52.57000000000001
1666,88,0,148.2,308.7,235.4,6.4,2,0,0,82,25.19,67,26.24,79,10.59,4,1.73,KY,405-8075,0,698.6999999999999,63.74999999999999
1667,78,0,193.1,172.1,129.6,10.2,0,0,0,85,32.83,105,14.63,119,5.83,1,2.75,UT,390-9698,0,504.99999999999994,56.04
1668,98,0,171.7,174.8,189.6,7.8,1,0,0,99,29.19,87,14.86,130,8.53,6,2.11,NY,403-4917,0,543.9,54.69
1669,17,35,198.5,270.6,209.9,8.1,1,0,1,123,33.75,74,23.0,130,9.45,10,2.19,MS,391-6709,0,687.1,68.39
1670,56,24,121.7,184.0,266.6,12.7,1,0,1,87,20.69,76,15.64,98,12.0,3,3.43,NH,389-5988,0,585.0,51.76
1671,84,0,130.2,278.0,305.4,14.0,2,0,0,105,22.13,60,23.63,74,13.74,6,3.78,VA,372-1534,0,727.5999999999999,63.28
1672,95,0,203.4,168.6,173.0,13.7,2,0,0,96,34.58,61,14.33,105,7.79,3,3.7,VT,395-6369,0,558.7,60.4
1673,16,0,174.7,280.8,171.7,10.5,5,0,0,83,29.7,122,23.87,80,7.73,8,2.84,WY,400-3197,0,637.7,64.14
1674,76,0,241.0,231.8,220.2,9.9,1,1,0,120,40.97,96,19.7,67,9.91,1,2.67,NV,377-4169,1,702.9,73.25
1675,93,0,141.7,221.0,227.1,10.2,0,0,0,95,24.09,100,18.79,71,10.22,3,2.75,WV,384-5343,0,600.0,55.849999999999994
1676,83,0,134.8,167.2,161.5,7.7,2,0,0,96,22.92,78,14.21,123,7.27,5,2.08,WA,338-4472,0,471.2,46.480000000000004
1677,123,0,163.1,249.4,168.2,9.0,1,0,0,119,27.73,51,21.2,77,7.57,10,2.43,KS,332-2126,0,589.7,58.93
1678,64,0,145.5,228.4,273.4,8.9,1,0,0,116,24.74,110,19.41,91,12.3,8,2.4,VT,349-2157,0,656.1999999999999,58.85
1679,82,0,329.8,208.3,267.1,10.6,0,0,0,73,56.07,120,17.71,102,12.02,6,2.86,OK,393-4823,1,815.8000000000001,88.66
1680,107,0,194.5,186.3,178.3,12.7,2,0,0,97,33.07,131,15.84,106,8.02,1,3.43,GA,385-2683,0,571.8000000000001,60.35999999999999
1681,110,0,131.9,272.7,192.8,7.1,1,0,0,93,22.42,106,23.18,105,8.68,4,1.92,CO,345-8350,0,604.5000000000001,56.2
1682,96,29,150.0,159.4,228.1,8.5,1,0,1,91,25.5,75,13.55,55,10.26,3,2.3,AK,334-4506,0,546.0,51.60999999999999
1683,47,30,196.6,241.4,226.0,12.9,2,0,1,93,33.42,140,20.52,118,10.17,4,3.48,TN,332-3544,0,676.9,67.59
1684,115,0,99.7,145.1,149.4,14.1,2,0,0,107,16.95,96,12.33,99,6.72,4,3.81,KY,380-5102,0,408.30000000000007,39.81
1685,69,0,143.6,141.8,194.0,10.8,3,0,0,88,24.41,86,12.05,83,8.73,5,2.92,PA,395-6149,0,490.2,48.11
1686,163,40,231.9,211.8,268.5,12.3,2,0,1,56,39.42,91,18.0,74,12.08,3,3.32,CT,398-8122,0,724.5,72.82
1687,90,0,37.8,155.3,175.0,14.2,3,0,0,80,6.43,105,13.2,111,7.88,5,3.83,CT,334-4438,0,382.3,31.339999999999996
1688,98,0,72.8,186.4,175.3,10.5,3,0,0,107,12.38,103,15.84,110,7.89,4,2.84,MN,384-7459,0,445.0,38.95
1689,90,39,94.8,219.1,197.4,11.4,1,0,1,89,16.12,91,18.62,65,8.88,5,3.08,WY,368-3931,0,522.6999999999999,46.7
1690,174,15,221.8,210.6,221.8,12.4,1,0,1,143,37.71,115,17.9,109,9.98,9,3.35,PA,353-1352,0,666.6,68.94
1691,95,0,269.0,233.7,179.3,7.3,2,0,0,120,45.73,120,19.86,61,8.07,4,1.97,OR,348-5725,1,689.3,75.63
1692,79,0,268.3,185.5,264.6,6.3,1,0,0,114,45.61,111,15.77,88,11.91,7,1.7,PA,365-2008,1,724.7,74.99
1693,123,27,198.7,249.0,173.2,12.5,1,0,1,127,33.78,105,21.17,124,7.79,5,3.38,OK,393-3635,0,633.4,66.12
1694,99,0,115.5,218.1,254.9,11.5,7,0,0,75,19.64,111,18.54,98,11.47,7,3.11,VT,380-8727,1,600.0,52.76
1695,114,0,202.1,195.7,291.8,13.3,2,0,0,100,34.36,102,16.63,120,13.13,5,3.59,ID,381-2376,0,702.8999999999999,67.71
1696,141,0,215.6,200.6,153.8,12.4,1,0,0,113,36.65,81,17.05,107,6.92,6,3.35,PA,365-8114,0,582.4,63.970000000000006
1697,132,0,169.9,209.4,206.1,11.5,1,0,0,107,28.88,121,17.8,79,9.27,2,3.11,NM,415-5008,0,596.9,59.06
1698,133,0,201.7,169.4,286.3,6.0,0,0,0,85,34.29,116,14.4,80,12.88,4,1.62,FL,392-8318,0,663.4000000000001,63.19
1699,133,0,221.1,160.2,161.8,8.4,4,0,0,133,37.59,140,13.62,84,7.28,3,2.27,TX,401-4007,0,551.4999999999999,60.760000000000005
1700,93,32,218.7,115.0,192.7,9.4,2,0,1,117,37.18,61,9.78,85,8.67,5,2.54,VT,338-7709,0,535.8,58.17
1701,34,0,293.7,272.5,178.2,11.0,2,0,0,89,49.93,71,23.16,76,8.02,10,2.97,MA,374-1981,1,755.4000000000001,84.08
1702,140,0,120.3,240.4,216.4,7.7,4,0,0,108,20.45,84,20.43,74,9.74,3,2.08,OR,333-5101,1,584.8000000000001,52.699999999999996
1703,96,26,175.8,206.6,178.0,11.1,2,0,1,96,29.89,84,17.56,105,8.01,2,3.0,DE,345-3734,0,571.5,58.46
1704,144,0,278.5,240.7,120.0,11.6,1,0,0,95,47.35,90,20.46,90,5.4,5,3.13,FL,384-5004,1,650.8000000000001,76.34
1705,24,29,236.3,190.8,129.0,7.2,3,0,1,105,40.17,114,16.22,105,5.81,2,1.94,ID,341-9396,0,563.3000000000001,64.14
1706,54,0,273.8,119.6,267.6,11.7,1,0,0,113,46.55,156,10.17,117,12.04,3,3.16,MD,408-6302,0,672.7,71.91999999999999
1707,50,0,131.1,160.5,206.9,5.6,5,0,0,129,22.29,94,13.64,88,9.31,9,1.51,WV,348-7193,1,504.1,46.75
1708,92,23,167.4,258.6,116.4,11.2,4,0,1,83,28.46,129,21.98,110,5.24,3,3.02,ID,417-4063,0,553.6,58.7
1709,96,0,197.7,250.5,181.2,10.5,3,0,0,68,33.61,53,21.29,67,8.15,3,2.84,NV,375-6911,0,639.9,65.89
1710,146,0,169.5,230.9,269.8,9.0,2,0,0,93,28.82,71,19.63,115,12.14,7,2.43,OH,358-3604,0,679.2,63.02
1711,138,17,225.2,173.4,145.8,11.7,0,1,1,116,38.28,88,14.74,99,6.56,4,3.16,ID,339-7485,0,556.1000000000001,62.74000000000001
1712,102,0,174.5,213.7,164.7,10.3,4,0,0,73,29.67,114,18.16,116,7.41,5,2.78,SC,368-3078,0,563.1999999999999,58.019999999999996
1713,76,0,129.7,177.5,228.9,7.5,5,0,0,84,22.05,80,15.09,87,10.3,3,2.03,MO,418-7055,1,543.6,49.47
1714,99,0,200.0,107.9,233.7,11.4,3,0,0,66,34.0,104,9.17,82,10.52,2,3.08,NE,386-9981,0,552.9999999999999,56.769999999999996
1715,83,36,95.9,261.6,228.6,13.3,0,0,1,87,16.3,105,22.24,109,10.29,4,3.59,NC,366-2541,0,599.4,52.42
1716,36,25,152.8,242.8,147.4,9.1,1,0,1,110,25.98,67,20.64,74,6.63,2,2.46,ME,335-3110,0,552.1,55.71000000000001
1717,70,0,129.9,208.7,231.4,14.3,1,0,0,102,22.08,133,17.74,93,10.41,3,3.86,MI,400-7809,0,584.3,54.08999999999999
1718,109,0,268.4,150.6,297.9,9.7,2,1,0,85,45.63,131,12.8,84,13.41,8,2.62,AZ,404-3106,1,726.6,74.46000000000001
1719,100,0,188.5,148.3,179.8,15.2,2,0,0,152,32.05,115,12.61,88,8.09,5,4.1,AZ,333-2337,0,531.8000000000001,56.85
1720,104,0,170.6,162.1,210.7,6.1,1,0,0,97,29.0,111,13.78,131,9.48,1,1.65,HI,353-6482,0,549.5,53.910000000000004
1721,106,0,191.4,200.7,230.1,8.2,1,0,0,124,32.54,116,17.06,76,10.35,3,2.21,NJ,397-8162,0,630.4000000000001,62.16
1722,84,0,75.3,179.9,193.8,12.3,1,0,0,96,12.8,113,15.29,134,8.72,1,3.32,MS,380-6722,0,461.3,40.13
1723,80,0,149.8,276.3,241.4,10.9,2,0,0,123,25.47,75,23.49,75,10.86,7,2.94,MA,329-2918,0,678.4,62.75999999999999
1724,100,0,115.9,111.3,170.2,7.1,1,0,0,87,19.7,56,9.46,77,7.66,4,1.92,SC,348-8022,0,404.5,38.74
1725,99,0,128.8,203.9,282.6,14.1,2,0,0,86,21.9,105,17.33,131,12.72,4,3.81,MN,388-4459,0,629.4000000000001,55.76
1726,50,0,131.7,216.5,196.1,11.0,1,0,0,108,22.39,103,18.4,126,8.82,5,2.97,WV,358-3114,0,555.3,52.58
1727,105,0,101.4,159.1,259.2,12.2,1,0,0,48,17.24,119,13.52,53,11.66,2,3.29,MS,343-9654,0,531.9000000000001,45.71
1728,113,23,149.0,235.8,201.8,9.5,4,0,1,104,25.33,67,20.04,76,9.08,5,2.57,VA,401-9909,0,596.1,57.019999999999996
1729,111,36,96.8,170.6,166.0,13.4,2,0,1,123,16.46,105,14.5,85,7.47,4,3.62,MS,404-9978,0,446.79999999999995,42.05
1730,161,0,107.5,256.4,247.2,12.6,2,0,0,121,18.28,46,21.79,131,11.12,3,3.4,NM,397-8011,0,623.6999999999999,54.589999999999996
1731,70,0,232.8,303.4,255.6,12.9,0,0,0,95,39.58,111,25.79,104,11.5,7,3.48,TX,341-8719,1,804.7,80.35000000000001
1732,97,43,121.1,260.2,222.4,8.3,3,0,1,105,20.59,115,22.12,100,10.01,5,2.24,HI,408-1242,0,611.9999999999999,54.96
1733,130,0,124.3,270.7,239.5,3.5,0,0,0,70,21.13,99,23.01,83,10.78,6,0.95,WA,406-7726,0,638.0,55.870000000000005
1734,92,0,157.7,298.6,216.9,13.8,1,0,0,101,26.81,100,25.38,99,9.76,3,3.73,WI,351-2773,0,687.0,65.67999999999999
1735,119,0,124.3,207.1,157.4,14.8,0,0,0,68,21.13,88,17.6,93,7.08,1,4.0,CO,368-6174,0,503.59999999999997,49.81
1736,115,0,286.4,205.7,191.4,6.9,1,0,0,125,48.69,74,17.48,141,8.61,6,1.86,NV,334-5029,1,690.4,76.64
1737,134,0,141.7,205.6,218.5,8.8,0,0,0,95,24.09,101,17.48,60,9.83,6,2.38,RI,413-1789,0,574.5999999999999,53.78
1738,127,25,173.0,245.8,300.0,4.8,0,0,1,91,29.41,64,20.89,99,13.5,3,1.3,VA,414-1246,0,723.5999999999999,65.1
1739,80,0,268.7,301.0,167.0,5.8,2,0,0,120,45.68,147,25.59,140,7.52,1,1.57,NJ,330-4978,1,742.5,80.35999999999999
1740,153,31,218.5,134.2,118.9,9.4,0,0,1,130,37.15,103,11.41,105,5.35,6,2.54,ND,386-1631,0,481.0,56.45
1741,85,0,255.3,194.6,276.6,3.7,3,0,0,114,43.4,83,16.54,78,12.45,5,1.0,MN,363-1208,0,730.2,73.39
1742,79,0,41.9,211.0,237.9,11.4,1,0,0,124,7.12,95,17.94,55,10.71,5,3.08,HI,334-5263,0,502.2,38.85
1743,35,0,260.8,258.1,131.3,5.8,1,0,0,87,44.34,78,21.94,123,5.91,2,1.57,ND,361-4137,0,656.0,73.75999999999999
1744,120,26,239.4,259.4,238.0,7.7,0,0,1,94,40.7,88,22.05,132,10.71,3,2.08,WI,374-8187,0,744.5,75.54
1745,68,0,226.7,168.4,188.7,10.2,0,0,0,94,38.54,129,14.31,117,8.49,1,2.75,MN,370-1525,0,594.0,64.09
1746,60,0,179.3,208.9,248.2,13.5,1,0,0,147,30.48,89,17.76,98,11.17,6,3.65,DC,355-3801,1,649.9000000000001,63.06
1747,120,0,158.0,197.0,154.9,10.0,1,0,0,110,26.86,103,16.75,132,6.97,5,2.7,KS,392-5605,0,519.9,53.28
1748,71,23,175.7,258.9,268.4,14.1,1,0,1,82,29.87,136,22.01,154,12.08,7,3.81,MT,363-1366,0,717.1,67.77
1749,124,0,157.4,167.8,188.8,8.8,3,0,0,107,26.76,112,14.26,102,8.5,3,2.38,WV,358-5274,0,522.8,51.900000000000006
1750,23,0,113.1,168.8,262.9,6.9,1,0,0,74,19.23,95,14.35,126,11.83,2,1.86,ME,376-9607,1,551.6999999999999,47.269999999999996
1751,225,0,182.7,246.5,218.0,8.8,1,0,0,142,31.06,63,20.95,103,9.81,2,2.38,WY,374-1213,0,656.0,64.2
1752,181,0,161.3,124.4,262.0,14.1,0,1,0,83,27.42,83,10.57,98,11.79,3,3.81,NY,421-8537,1,561.8000000000001,53.59
1753,63,0,142.5,208.3,228.9,7.5,2,0,0,92,24.23,102,17.71,120,10.3,2,2.03,VT,351-5576,0,587.2,54.269999999999996
1754,54,0,190.5,259.7,141.5,9.7,2,1,0,108,32.39,108,22.07,111,6.37,2,2.62,NC,407-7258,1,601.4000000000001,63.449999999999996
1755,80,15,159.3,170.6,141.2,11.9,1,1,1,110,27.08,120,14.5,82,6.35,5,3.21,MO,405-4420,0,482.99999999999994,51.14
1756,118,39,153.8,123.3,117.8,9.2,1,1,1,106,26.15,111,10.48,103,5.3,6,2.48,NC,340-2855,0,404.1,44.40999999999999
1757,42,0,180.7,174.6,165.3,12.0,2,1,0,127,30.72,94,14.84,114,7.44,6,3.24,NJ,342-8002,0,532.5999999999999,56.24
1758,134,0,202.7,224.9,253.9,12.1,0,0,0,105,34.46,90,19.12,108,11.43,7,3.27,OH,355-6826,0,693.6,68.27999999999999
1759,66,35,190.8,261.3,209.5,8.9,0,0,1,100,32.44,93,22.21,108,9.43,6,2.4,TX,402-3886,0,670.5,66.48
1760,66,0,205.1,232.7,259.9,9.2,2,0,0,102,34.87,109,19.78,95,11.7,6,2.48,WA,336-5900,0,706.9,68.83
1761,127,28,235.6,236.8,241.2,7.7,1,0,1,124,40.05,113,20.13,127,10.85,2,2.08,TN,339-7684,0,721.3,73.10999999999999
1762,146,0,189.3,155.9,186.0,7.4,0,0,0,77,32.18,128,13.25,83,8.37,3,2.0,HI,390-2433,0,538.6,55.8
1763,93,42,166.9,273.2,171.0,11.5,1,0,1,101,28.37,84,23.22,106,7.69,1,3.11,WY,360-7246,0,622.6,62.39
1764,77,0,245.2,254.1,239.4,7.5,0,0,0,87,41.68,83,21.6,91,10.77,4,2.03,CT,335-6508,1,746.1999999999999,76.08
1765,111,0,132.6,221.1,127.9,12.7,4,0,0,125,22.54,67,18.79,101,5.76,2,3.43,NM,348-6720,1,494.3,50.519999999999996
1766,125,0,182.3,139.8,171.6,11.6,2,0,0,64,30.99,121,11.88,96,7.72,7,3.13,NJ,406-6400,0,505.30000000000007,53.72
1767,115,14,192.3,88.7,229.4,10.5,2,0,1,86,32.69,90,7.54,120,10.32,3,2.84,AL,390-7370,0,520.9,53.39
1768,115,0,122.0,220.2,179.7,10.8,2,1,0,110,20.74,100,18.72,124,8.09,2,2.92,MN,390-5055,1,532.6999999999999,50.47
1769,114,0,193.0,250.0,133.3,9.6,2,0,0,101,32.81,81,21.25,79,6.0,2,2.59,NC,405-7542,0,585.9,62.650000000000006
1770,106,0,158.6,220.0,252.9,9.1,0,0,0,112,26.96,114,18.7,106,11.38,3,2.46,OH,364-4927,0,640.6,59.5
1771,118,39,91.5,219.9,229.0,12.7,2,0,1,125,15.56,113,18.69,99,10.31,8,3.43,ND,329-3458,0,553.1,47.99
1772,59,0,153.6,205.5,114.5,12.5,1,0,0,92,26.11,88,17.47,89,5.15,10,3.38,CO,331-3842,0,486.1,52.11
1773,87,40,221.6,157.1,222.4,11.5,1,1,1,79,37.67,74,13.35,124,10.01,3,3.11,ND,343-4147,0,612.6,64.14
1774,21,0,244.7,168.0,281.5,6.6,1,0,0,81,41.6,117,14.28,87,12.67,1,1.78,NY,335-2274,0,700.8000000000001,70.33
1775,142,24,239.8,285.9,256.7,9.5,0,0,1,103,40.77,65,24.3,106,11.55,4,2.57,WI,343-3227,0,791.9000000000001,79.19
1776,62,0,172.4,230.5,228.2,11.0,0,0,0,132,29.31,100,19.59,109,10.27,5,2.97,WY,336-6907,0,642.0999999999999,62.14
1777,149,0,242.5,245.4,219.6,10.0,3,0,0,83,41.23,97,20.86,80,9.88,3,2.7,OR,331-1391,1,717.5,74.67
1778,54,39,117.6,159.2,236.4,11.3,2,0,1,82,19.99,60,13.53,113,10.64,10,3.05,CO,360-1643,0,524.4999999999999,47.209999999999994
1779,112,0,174.5,259.3,170.5,11.3,1,0,0,127,29.67,71,22.04,120,7.67,7,3.05,LA,410-2518,0,615.5999999999999,62.43
1780,68,0,157.3,220.9,218.9,12.0,1,0,0,83,26.74,85,18.78,129,9.85,7,3.24,AL,344-4970,0,609.1,58.61
1781,201,21,192.0,239.1,116.1,15.1,1,0,1,97,32.64,81,20.32,125,5.22,3,4.08,TX,408-1486,0,562.3000000000001,62.26
1782,88,0,218.2,169.3,141.1,8.0,1,0,0,76,37.09,60,14.39,99,6.35,1,2.16,PA,396-1648,0,536.6,59.99000000000001
1783,85,29,144.6,140.0,165.4,10.9,1,0,1,97,24.58,102,11.9,148,7.44,3,2.94,IL,391-2022,0,460.9,46.85999999999999
1784,51,0,153.6,232.9,214.2,14.1,0,1,0,108,26.11,85,19.8,92,9.64,4,3.81,DE,420-6465,1,614.8000000000001,59.36
1785,45,29,135.8,222.5,235.6,7.9,2,0,1,104,23.09,101,18.91,92,10.6,6,2.13,MO,398-2628,0,601.8,54.730000000000004
1786,116,0,160.7,146.8,287.8,8.2,0,0,0,69,27.32,106,12.48,144,12.95,5,2.21,AR,409-5519,0,603.5,54.96
1787,146,31,202.5,241.4,169.6,7.8,1,0,1,91,34.43,108,20.52,77,7.63,2,2.11,OH,391-8554,0,621.3,64.69000000000001
1788,63,34,152.2,227.1,195.7,12.3,1,0,1,119,25.87,91,19.3,103,8.81,5,3.32,WI,395-1693,0,587.3,57.300000000000004
1789,133,0,227.4,73.2,114.3,4.7,0,0,0,90,38.66,135,6.22,99,5.14,7,1.27,GA,393-3194,0,419.6,51.29
1790,125,0,191.6,205.6,210.2,9.2,2,0,0,115,32.57,108,17.48,123,9.46,3,2.48,KY,328-3402,0,616.6,61.989999999999995
1791,72,0,138.9,211.6,179.5,10.8,1,0,0,111,23.61,102,17.99,91,8.08,3,2.92,OH,411-4781,0,540.8,52.599999999999994
1792,130,0,127.0,206.9,231.7,6.1,0,0,0,102,21.59,107,17.59,99,10.43,6,1.65,TN,401-2581,0,571.6999999999999,51.26
1793,97,0,168.6,259.2,279.8,7.3,1,0,0,87,28.66,105,22.03,123,12.59,4,1.97,SD,385-1214,0,714.8999999999999,65.25
1794,54,0,286.6,223.2,203.7,11.5,1,0,0,73,48.72,108,18.97,107,9.17,5,3.11,NY,348-6853,1,725.0,79.97
1795,160,29,164.6,262.8,123.8,15.2,1,0,1,121,27.98,108,22.34,131,5.57,4,4.1,GA,341-8412,0,566.4,59.99
1796,79,0,144.0,135.8,212.4,13.0,1,0,0,90,24.48,91,11.54,129,9.56,4,3.51,TX,330-8142,0,505.20000000000005,49.089999999999996
1797,92,47,141.6,207.9,203.6,10.2,0,0,1,95,24.07,130,17.67,95,9.16,11,2.75,WV,361-1404,0,563.3000000000001,53.650000000000006
1798,59,0,204.3,247.3,214.7,12.0,1,0,0,65,34.73,123,21.02,94,9.66,4,3.24,MI,375-9671,0,678.3,68.64999999999999
1799,132,0,163.2,167.6,87.5,6.2,1,0,0,80,27.74,90,14.25,90,3.94,10,1.67,ND,372-1824,0,424.49999999999994,47.599999999999994
1800,21,0,225.0,244.2,221.2,10.7,0,0,0,110,38.25,111,20.76,93,9.95,4,2.89,NE,408-3606,0,701.1,71.85000000000001
1801,93,0,176.1,199.7,263.9,8.5,2,0,0,103,29.94,130,16.97,96,11.88,6,2.3,SD,333-3595,0,648.1999999999999,61.089999999999996
1802,147,36,254.2,228.1,98.0,13.8,5,0,1,78,43.21,105,19.39,125,4.41,7,3.73,NJ,379-7009,0,594.0999999999999,70.74000000000001
1803,101,0,174.9,262.0,210.0,8.5,1,0,0,105,29.73,75,22.27,93,9.45,5,2.3,AK,411-4940,0,655.4,63.75
1804,125,0,187.3,160.7,263.8,9.6,0,1,0,118,31.84,111,13.66,112,11.87,2,2.59,CT,409-7523,1,621.4,59.959999999999994
1805,63,0,211.8,230.9,217.1,10.7,3,0,0,84,36.01,137,19.63,99,9.77,9,2.89,CO,408-6725,0,670.5000000000001,68.3
1806,107,0,241.9,126.9,185.6,11.7,0,0,0,102,41.12,117,10.79,92,8.35,6,3.16,MD,350-2384,0,566.1,63.42
1807,110,0,196.1,199.7,135.9,12.9,3,0,0,103,33.34,123,16.97,71,6.12,1,3.48,ND,348-1706,0,544.5999999999999,59.91
1808,83,0,231.3,210.4,217.4,12.4,3,0,0,100,39.32,84,17.88,106,9.78,2,3.35,NH,415-6145,0,671.5,70.33
1809,117,0,161.6,196.3,294.8,13.8,1,0,0,104,27.47,119,16.69,111,13.27,2,3.73,MN,373-3731,0,666.5,61.15999999999999
1810,124,0,194.0,241.0,227.5,11.9,0,0,0,103,32.98,116,20.49,153,10.24,5,3.21,KY,341-3349,0,674.4,66.92
1811,115,0,109.7,223.8,240.3,15.4,3,0,0,148,18.65,87,19.02,96,10.81,8,4.16,NH,399-8859,0,589.1999999999999,52.64
1812,156,0,277.0,238.3,94.4,8.3,1,1,0,119,47.09,106,20.26,96,4.25,3,2.24,CO,377-4518,0,617.9999999999999,73.84
1813,89,0,192.1,163.6,169.7,6.1,0,0,0,83,32.66,88,13.91,138,7.64,3,1.65,KY,341-1594,0,531.5,55.85999999999999
1814,72,0,198.4,216.9,112.8,13.1,0,0,0,147,33.73,121,18.44,125,5.08,4,3.54,KY,418-8770,0,541.2,60.79
